audio_path,audio_filename,subtitle,text_for_tts,original_english
\voice\lap_counter\manual_formation_lap_mode_enabled,3.wav,"ok, partenza lanciata","ok, partenza lanciata","okay, rolling start"
\voice\lap_counter\minutes_you_need_to_get_on_with_it,1.wav,"minuti, devi sbrigarti","minuti, devi sbrigarti","minutes, you'll need to get on with this"
\voice\lap_counter\minutes_you_need_to_get_on_with_it,2.wav,minuti non hai molto tempo per sistemarti,minuti non hai molto tempo per sistemarti,"minutes, you've not got much time to sort this out"
\voice\lap_counter\minutes_you_need_to_get_on_with_it,3.wav,minuti devi davvero sbrigarti,minuti devi davvero sbrigarti,"minutes, you really need to get on with it"
\voice\lap_counter\minutes_you_need_to_get_on_with_it,4.wav,"minuti, devi sbrigarti","minuti, devi sbrigarti","minutes, you'll need to get on with this"
\voice\lap_counter\ok_youre_in,1.wav,"ok, sei in","ok, sei in","okay, you're in"
\voice\lap_counter\ok_youre_in,2_rq_prefix_ok.wav,sei in,sei in,you're in
\voice\lap_counter\ok_youre_in,3.wav,"ok, siamo starting in","ok, siamo starting in","okay, we're starting in"
\voice\lap_counter\ok_youre_in,4_op_prefix_ok.wav,siamo starting in,siamo starting in,we're starting in
\voice\lap_counter\ok_youre_in,5_rq_prefix_ok.wav,sei in,sei in,you're in
\voice\lap_counter\podium_finish,1_op_suffix_well_done.wav,podio bella li',podio bella li',"podium finish, nice one"
\voice\lap_counter\podium_finish,2_op_suffix_well_done.wav,"siamo sul podio, bella gara","siamo sul podio, bella gara","we're on the podium, good drive"
\voice\lap_counter\podium_finish,3_op_prefix_well_done.wav,"ottima guida, un podio","ottima guida, un podio","great drive, that's a podium"
\voice\lap_counter\podium_finish,4.wav,bravo buona guida,bravo buona guida,"well done, decent drive"
\voice\lap_counter\rejoin_at_back,1_op_prefix_oh_dear.wav,dovrai rientrare in fondo,dovrai rientrare in fondo,you'll need to rejoin at the back
\voice\lap_counter\rejoin_at_back,2_op_prefix_ok.wav,dovrai aspettare il gruppo e rientrare in fondo,dovrai aspettare il gruppo e rientrare in fondo,you'll need to wait for the field and rejoin at the back
\voice\lap_counter\rejoin_at_back,3_op_prefix_ok.wav,dovrai rientrare in fondo al gruppo,dovrai rientrare in fondo al gruppo,you'll need to rejoin at the back of the field
\voice\lap_counter\starting_in_left_lane_behind,1.wav,saremo nella colonna sinistra dietro,saremo nella colonna sinistra dietro,we'll be in the left column behind
\voice\lap_counter\starting_in_left_lane_behind,2.wav,saremo sul lato sinistro dietro,saremo sul lato sinistro dietro,we'll be on the left-hand side behind
\voice\lap_counter\starting_in_left_lane_behind,3.wav,saremo nella colonna sinistra dietro,saremo nella colonna sinistra dietro,we'll be in the left column behind
\voice\lap_counter\starting_in_left_lane_behind,4.wav,saremo nella fila sinistra dietro,saremo nella fila sinistra dietro,we'll be in the left pace line behind
\voice\lap_counter\starting_in_right_lane_behind,1.wav,saremo nella corsia destra dietro,saremo nella corsia destra dietro,we'll be in the right lane behind
\voice\lap_counter\starting_in_right_lane_behind,2.wav,saremo nella colonna destra dietro,saremo nella colonna destra dietro,we'll be in the right pace column behind
\voice\lap_counter\starting_in_right_lane_behind,3.wav,saremo sul lato destro dietro,saremo sul lato destro dietro,we'll be on the right-hand side behind
\voice\lap_counter\starting_in_right_lane_behind,4.wav,saremo nella corsia destra dietro,saremo nella corsia destra dietro,we'll be in the right lane behind
\voice\lap_counter\two_to_go,1.wav,due giri rimasti,due giri rimasti,two laps left
\voice\lap_counter\two_to_go,2.wav,due alla fine,due alla fine,two to go
\voice\lap_counter\two_to_go,3.wav,two giri rimasti,two giri rimasti,two laps remaining
\voice\lap_counter\two_to_go_leading,1_op_suffix_come_on.wav,"due al termine, sei in testa","due al termine, sei in testa","two to go, you're in the lead"
\voice\lap_counter\two_to_go_leading,2_op_prefix_come_on.wav,"due giri rimasti, primo","due giri rimasti, primo","two laps left, you're P1"
\voice\lap_counter\two_to_go_leading,3_op_prefix_come_on.wav,due alla fine resta concentrato possiamo vincere,due alla fine resta concentrato possiamo vincere,"two to go, stay focused, we can win this"
\voice\lap_counter\two_to_go_leading,4_male.wav,due alla fine dai sei un grande,due alla fine dai sei un grande,"two to go, come on, you're the man"
\voice\lap_counter\two_to_go_top_three,1.wav,"due giri al termine, siamo in lizza per il podio","due giri al termine, siamo in lizza per il podio","two laps left, we're on for a podium here"
\voice\lap_counter\two_to_go_top_three,2.wav,due alla fine tieni duro saremo sul podio,due alla fine tieni duro saremo sul podio,"two to go, keep it together, we'll be on the podium"
\voice\lap_counter\two_to_go_top_three,3.wav,"due giri al termine, dai, sei in buona posizione per il podio","due giri al termine, dai, sei in buona posizione per il podio","two laps left, come on, you're looking good for a podium"
\voice\lap_counter\until_start_line,1.wav,alla linea di partenza,alla linea di partenza,until the start line
\voice\lap_counter\until_start_line,2.wav,al traguardo,al traguardo,until we cross the line
\voice\lap_counter\until_start_line,3_op_suffix_please.wav,alla linea di partenza,alla linea di partenza,until the start line
\voice\lap_counter\white_flag_last_lap,1.wav,bandiera bianca ancora uno,bandiera bianca ancora uno,"white flag, one more to go"
\voice\lap_counter\white_flag_last_lap,2.wav,"bandiera bianca, ancora un giro","bandiera bianca, ancora un giro","white flag, one more lap"
\voice\lap_counter\white_flag_last_lap,3.wav,"bandiera bianca, ultimo giro","bandiera bianca, ultimo giro","white flag, last lap"
\voice\lap_counter\won_race,1_op_suffix_well_done.wav,hai vinto guida fantastica,hai vinto guida fantastica,"you won, fantastic drive"
\voice\lap_counter\won_race,2.wav,"ben fatto, è stato assolutamente perfetto, ottima vittoria","ben fatto, è stato assolutamente perfetto, ottima vittoria","well done, mate, that was absolutely perfect, great win"
\voice\lap_counter\won_race,3_op_prefix_well_done.wav,"grande vittoria, te la sei meritata oggi","grande vittoria, te la sei meritata oggi","great win, you deserve that today"
\voice\lap_counter\won_race,4.wav,"una vittoria, ottimo lavoro, ben fatto","una vittoria, ottimo lavoro, ben fatto","that's a win, great job, well done"
\voice\lap_counter\won_race,5.wav,"ben fatto, li hai fatti sembrare tutti ridicoli oggi","ben fatto, li hai fatti sembrare tutti ridicoli oggi","well done, mate, you made 'em all look silly today"
\voice\lap_counter\won_race,6_op_suffix_well_done.wav,guida perfetta assolutamente impeccabile,guida perfetta assolutamente impeccabile,"perfect drive, absolutely flawless"
\voice\lap_counter\won_race,sweary_7.wav,"risultato pazzesco, ben fatto","risultato pazzesco, ben fatto","fucking awesome result, mate, well done"
\voice\lap_counter\won_race,sweary_8_op_suffix_well_done.wav,cazzo abbiamo vinto,cazzo abbiamo vinto,"shit, we won, wow"
\voice\lap_times\best_lap_in_race,1.wav,the il piu' veloce giro,the il piu' veloce giro,that's the fastest lap
\voice\lap_times\best_lap_in_race,2.wav,e' il giro piu' veloce della gara,e' il giro piu' veloce della gara,that's the fastest lap of the race
\voice\lap_times\best_lap_in_race,3.wav,giro veloce,giro veloce,fastest lap
\voice\lap_times\best_lap_in_race_for_class,1.wav,e' il miglior giro nella tua classe,e' il miglior giro nella tua classe,that's the best lap in your class
\voice\lap_times\best_lap_in_race_for_class,2.wav,e' il giro piu' veloce della tua classe,e' il giro piu' veloce della tua classe,that's the quickest lap for your class
\voice\lap_times\consistent,1_op_prefix_ok.wav,i tuoi tempi sul giro sono abbastanza costanti,i tuoi tempi sul giro sono abbastanza costanti,your lap times are pretty consistent
\voice\lap_times\consistent,2_op_prefix_ok.wav,"ottima costanza, continua cosi'","ottima costanza, continua cosi'","that's good consistency, keep it up"
\voice\lap_times\consistent,3.wav,"buona costanza, continua cosi'","buona costanza, continua cosi'","good consistency, keep 'em coming"
\voice\lap_times\fastest_in_your_class,1.wav,e' il miglior giro nella tua classe,e' il miglior giro nella tua classe,that's the best lap in your class
\voice\lap_times\fastest_in_your_class,2.wav,e' il giro piu' veloce della tua classe,e' il giro piu' veloce della tua classe,that's the quickest lap for your class
\voice\lap_times\gap_intro,1.wav,questo ti mette,questo ti mette,that puts you
\voice\lap_times\gap_intro,2.wav,adesso sei,adesso sei,you're now
\voice\lap_times\gap_intro,3.wav,attualmente sei,attualmente sei,you're currently
\voice\lap_times\gap_outro_off_pace,1.wav,dal ritmo,dal ritmo,off the pace
\voice\lap_times\gap_outro_off_pace,2.wav,dal ritmo,dal ritmo,off the pace
\voice\lap_times\gap_outro_off_pace,3.wav,dal ritmo del leader,dal ritmo del leader,off the leader's pace
\voice\lap_times\good_lap,1.wav,"buon giro, ma puoi andare piu' veloce","buon giro, ma puoi andare piu' veloce","decent lap, but you can go quicker"
\voice\lap_times\good_lap,2_op_prefix_well_done.wav,buon giro,buon giro,good lap
\voice\lap_times\good_lap,3.wav,bel giro,bel giro,nice lap
\voice\lap_times\good_lap,4.wav,buon giro,buon giro,good lap
\voice\lap_times\good_lap,5_op_suffix_well_done.wav,a decent giro,a decent giro,that's a decent lap
\voice\lap_times\improving,1_op_suffix_come_on.wav,i tuoi tempi sul giro stanno migliorando,i tuoi tempi sul giro stanno migliorando,your lap times are improving
\voice\lap_times\improving,2_op_suffix_well_done.wav,"i tuoi tempi sul giro stanno migliorando, ottimo","i tuoi tempi sul giro stanno migliorando, ottimo","your lap times are improving, this is good"
\voice\lap_times\improving,3.wav,"i tuoi tempi sul giro stanno migliorando, e' esattamente quello che ci serve","i tuoi tempi sul giro stanno migliorando, e' esattamente quello che ci serve","your lap times are improving, this is exactly what we need"
\voice\lap_times\less_than_a_tenth_off_self_pace,1.wav,sei a meno di un decimo dal tuo migliore,sei a meno di un decimo dal tuo migliore,you're less than a tenth off your best
\voice\lap_times\less_than_a_tenth_off_self_pace,2.wav,sei a meno di un decimo dal tuo ritmo,sei a meno di un decimo dal tuo ritmo,you're less than a tenth off your own pace
\voice\lap_times\less_than_a_tenth_off_self_pace,3.wav,sei a meno di un decimo dal tuo miglior tempo,sei a meno di un decimo dal tuo miglior tempo,you're less than a tenth off a second off your best
\voice\lap_times\less_than_a_tenth_off_self_pace,4.wav,sei a meno di un decimo dal tuo migliore,sei a meno di un decimo dal tuo migliore,you're less than a tenth off your best
\voice\lap_times\less_than_a_tenth_off_the_pace,1.wav,sei a meno di un decimo dal ritmo,sei a meno di un decimo dal ritmo,you're less than a tenth off the pace
\voice\lap_times\less_than_a_tenth_off_the_pace,2.wav,sei a meno di un decimo dal ritmo,sei a meno di un decimo dal ritmo,you're less than a tenth off the pace
\voice\lap_times\less_than_a_tenth_off_the_pace,3.wav,sei a meno di un decimo dal ritmo,sei a meno di un decimo dal ritmo,you're less than a tenth off the pace
\voice\lap_times\matching_race_pace,1_op_prefix_ok.wav,siamo matching gara pace,siamo matching gara pace,we're matching race pace
\voice\lap_times\matching_race_pace,2.wav,"stai mantenendo il ritmo gara, ottimo","stai mantenendo il ritmo gara, ottimo","you're matching race pace, this is good"
\voice\lap_times\matching_race_pace,3.wav,siamo matching gara pace,siamo matching gara pace,we're matching race pace
\voice\lap_times\matching_race_pace,4_op_suffix_well_done.wav,matching gara pace,matching gara pace,you're matching race pace
\voice\lap_times\need_to_find_a_few_more_tenths,1.wav,dobbiamo trovare qualche decimo in piu',dobbiamo trovare qualche decimo in piu',we need to find a few more tenths
\voice\lap_times\need_to_find_a_few_more_tenths,2.wav,dobbiamo togliere qualche decimo,dobbiamo togliere qualche decimo,we need to shave off a few tenths
\voice\lap_times\need_to_find_a_few_more_tenths,3.wav,dobbiamo trovare qualche decimo,dobbiamo trovare qualche decimo,we need to find a few tenths
\voice\lap_times\need_to_find_a_second,1.wav,dobbiamo trovare un secondo,dobbiamo trovare un secondo,we need to find a second
\voice\lap_times\need_to_find_a_second,2.wav,dobbiamo limare circa un secondo,dobbiamo limare circa un secondo,we need to shave off a second or so
\voice\lap_times\need_to_find_a_second,3.wav,dobbiamo trovare un secondo,dobbiamo trovare un secondo,we need to find a second
\voice\lap_times\need_to_find_more_than_a_second,1.wav,dobbiamo migliorare di piu' di un secondo a giro,dobbiamo migliorare di piu' di un secondo a giro,we need to improve by more than a second a lap
\voice\lap_times\need_to_find_more_than_a_second,2.wav,dobbiamo trovare piu' di un secondo a giro,dobbiamo trovare piu' di un secondo a giro,we need to find more than a second a lap
\voice\lap_times\need_to_find_more_than_a_second,3.wav,abbiamo bisogno di piu' di un secondo a giro qui,abbiamo bisogno di piu' di un secondo a giro qui,we need more than a second a lap here
\voice\lap_times\need_to_find_one_more_tenth,1.wav,dobbiamo trovare solo un altro decimo,dobbiamo trovare solo un altro decimo,we need to find just one more tenth
\voice\lap_times\need_to_find_one_more_tenth,2.wav,abbiamo bisogno di un altro decimo a giro,abbiamo bisogno di un altro decimo a giro,we need one more tenth a lap
\voice\lap_times\need_to_find_one_more_tenth,3.wav,solo un decimo in piu' e' tutto quello che ci serve,solo un decimo in piu' e' tutto quello che ci serve,"just one more tenth, that's all we need"
\voice\lap_times\off_the_pace,1.wav,dal ritmo,dal ritmo,off the pace
\voice\lap_times\off_the_pace,2.wav,dal ritmo,dal ritmo,off the pace
\voice\lap_times\off_the_pace,3.wav,dal ritmo,dal ritmo,off the pace
\voice\lap_times\off_the_self_pace,1.wav,dal tuo migliore,dal tuo migliore,off your best
\voice\lap_times\off_the_self_pace,2.wav,piu' lento del tuo migliore,piu' lento del tuo migliore,slower than your best
\voice\lap_times\off_the_self_pace,3.wav,dal tuo migliore,dal tuo migliore,off your best
\voice\lap_times\pace_bad,1.wav,dobbiamo davvero migliorare,dobbiamo davvero migliorare,we really need to pick it up
\voice\lap_times\pace_bad,2.wav,non e' buono in questo momento,non e' buono in questo momento,it's not good at the moment
\voice\lap_times\pace_bad,3.wav,devi rimetterti in moto,devi rimetterti in moto,you need to get back on it
